name_customer,cust_number,invoice_id,total_open_amount,due_in_date,clear_date,Notes
WAKE ,200704858,1930718264,17631.27,14-04-2020,16-04-2020,abhinav
MEIJ foundation,200780383,1930700829,355.86,09-04-2020,05-04-2020,abhinav
WINC corp,200706844,1930704771,41286.18,11-04-2020,13-04-2020,abhinav
ALLE in,100047379,1930759010,12696.4,22-04-2020,24-04-2020,abhinav
ALBERT ,200920735,1930636847,63630.44,27-03-2020,31-03-2020,abhinav
WEGMAN co,200711029,1930618968,81042.37,22-03-2020,23-03-2020,abhinav
WAL-MAR corp,200769623,1930780206,76478.22,28-04-2020,02-05-2020,abhinav
BJ'S  corp,200726979,1930743927,138.04,19-04-2020,22-05-2020,abhinav
BJ'S  co,200726979,1930623777,17047.55,26-03-2020,29-03-2020,abhinav
M llc,200793830,1930859051,59347.51,20-05-2020,18-05-2020,abhinav
TARG associates,200744019,1930629959,5537.07,26-03-2020,14-05-2020,abhinav
SHOPPE trust,140105785,2960625311,31190.4,17-04-2020,21-04-2020,abhinav
AM in,200418007,1930731271,67429.17,17-04-2020,18-04-2020,abhinav
WINC trust,200706844,1930731985,5705.57,18-04-2020,20-04-2020,abhinav
WAL-MAR corporation,200769623,1930593610,41436.81,19-03-2020,16-03-2020,abhinav
BJ'S  trust,200726979,1930793308,66.37,01-05-2020,28-04-2020,abhinav
C&S WH systems,200762301,1930732683,8456.99,18-04-2020,19-04-2020,abhinav
WAL-MAR foundation,200769623,1930784312,451.57,01-05-2020,25-04-2020,abhinav
M ,200793830,1930831650,112036.98,13-05-2020,10-05-2020,abhinav
WAL-MAR us,200769623,1930791325,54998.99,01-05-2020,29-04-2020,abhinav
COST ,200794332,1930802896,66993.3,06-05-2020,08-05-2020,abhinav
DECA us,200592182,1930740724,9398.76,24-04-2020,22-04-2020,abhinav
WAL-MAR in,200769623,1930716024,14612.18,13-04-2020,07-04-2020,abhinav
SA co,200759878,1930611472,29174.72,20-03-2020,21-03-2020,abhinav
STATER  corporation,200743996,1930718352,32224.05,14-04-2020,15-04-2020,abhinav
WAL-MAR corporation,200769623,1930851612,1792.66,18-05-2020,15-05-2020,abhinav
WAL-MAR foundation,200769623,1930669715,943.12,31-03-2020,27-03-2020,abhinav
COSTCO llc,140104429,2960621395,42580.61,28-03-2020,03-04-2020,abhinav
KROGER trust,200793513,1930693129,63787.53,09-04-2020,07-04-2020,abhinav
WAL-MAR llc,200769623,1930681325,1991.84,06-04-2020,02-04-2020,abhinav
DELHAIZE trust,100031704,1930628729,32287.7,25-03-2020,24-03-2020,abhinav
JET foundation,200152991,1930667004,2116.92,07-04-2020,05-04-2020,abhinav
ASSOCIAT systems,200772670,1930811086,13879.98,06-05-2020,28-04-2020,abhinav
WAL-MAR associates,200769623,1930780936,661.11,29-04-2020,26-04-2020,abhinav
COAS trust,200337148,1930772521,8791.58,24-04-2020,25-04-2020,abhinav
COST foundation,200794332,1930717190,31132.91,14-04-2020,13-04-2020,abhinav
SA in,200759878,1930761497,15005.29,23-04-2020,24-04-2020,abhinav
C&S WH us,200762301,1930846960,48837.6,15-05-2020,11-05-2020,abhinav
H E BUT co,200761734,1930789403,1910.24,19-06-2020,18-06-2020,abhinav
TFC llc,100036318,1930902076,4025,24-05-2020,17-05-2020,abhinav
MEIJ foundation,200780383,1930858614,140375.12,20-05-2020,20-05-2020,abhinav
WAL-MAR in,200769623,1930723405,661.11,16-04-2020,13-04-2020,abhinav
STEWAR corp,140105713,2960621008,34586.1,27-03-2020,08-04-2020,abhinav
LOB us,140104409,2960627592,65271.68,26-04-2020,02-05-2020,abhinav
COST foundation,200794332,1930648481,11506.96,29-03-2020,30-03-2020,abhinav
WAL-MAR co,200769623,1930651761,55255.09,29-03-2020,30-03-2020,abhinav
GE in,200784489,1930791284,36678.6,01-05-2020,07-05-2020,abhinav
SPAR co,200712187,1930673669,101248.57,03-04-2020,03-04-2020,abhinav
C&S WH ,200762301,1930861861,78181.66,21-05-2020,19-05-2020,abhinav
SA co,200759878,1930810240,45942.96,08-05-2020,08-05-2020,abhinav
WAKE trust,200704858,1930729686,8977.87,17-04-2020,18-04-2020,abhinav
WAL-MAR llc,200769623,1930621693,48046.83,25-03-2020,21-03-2020,abhinav
C&S WH co,200762301,1930760556,9030.33,24-04-2020,21-04-2020,abhinav
WAL-MAR llc,200769623,1930817315,2019.69,07-05-2020,05-05-2020,abhinav
KRAFT  associates,CCCA02,1930659678,55736.45,28-04-2020,27-04-2020,abhinav
SAFEW corp,200772595,1930757784,57975.05,23-04-2020,22-04-2020,abhinav
DECA llc,200230690,1930599528,162,24-03-2020,26-03-2020,abhinav
COST trust,200794332,1930862421,33076.45,21-05-2020,13-05-2020,abhinav
WAL-MAR associates,200769623,1930631831,471.56,25-03-2020,21-03-2020,abhinav
CO corp,200561861,1930566141,6743.7,14-03-2020,09-03-2020,abhinav
SYSC in,140105686,2960622640,67663.2,06-04-2020,09-04-2020,abhinav
WAL-MAR foundation,200769623,1930781654,28897.56,30-04-2020,04-05-2020,abhinav
COST us,200794332,1930829164,8793.09,13-05-2020,09-05-2020,abhinav
KRAFT  corporation,CCCA02,1930586733,14586.7,07-04-2020,04-04-2020,abhinav
COST in,200794332,1930791240,123293.82,30-04-2020,30-04-2020,abhinav
ASSOCI associates,200719839,1930592899,3429.43,09-05-2020,06-05-2020,abhinav
SYSCO  ,200785971,1930862267,15271.24,20-05-2020,20-05-2020,abhinav
J & J foundation,100004744,1930637123,8447.87,31-03-2020,08-04-2020,abhinav
SHAM in,200769556,1930581236,24166.22,17-03-2020,17-03-2020,abhinav
C ,200778870,1930779472,3104.09,28-04-2020,28-04-2020,abhinav
SA us,200759878,1930675574,112943.67,05-04-2020,07-04-2020,abhinav
COST associates,200794332,1930801425,36214.76,04-05-2020,02-05-2020,abhinav
WAL-MAR co,200769623,1930768975,50759.04,26-04-2020,26-04-2020,abhinav
C&S WH ,200762301,1930777921,70268.42,26-04-2020,27-04-2020,abhinav
WAL-MAR systems,200769623,1930646516,12833.15,30-03-2020,26-03-2020,abhinav
WAL-MAR corp,200769623,1930715593,17494.47,13-04-2020,15-04-2020,abhinav
COST trust,200794332,1930751487,19954.17,21-04-2020,19-04-2020,abhinav
WAL-MAR trust,200769623,1930703468,1898.9,10-04-2020,06-04-2020,abhinav
WAL-MAR corporation,200769623,1930727198,2352.97,16-04-2020,12-04-2020,abhinav
KRAFT F in,CCU013,1930669541,21222,22-03-2020,19-03-2020,abhinav
KROGER us,200793513,1930779971,98432.85,27-04-2020,27-04-2020,abhinav
FR in,200705372,1930788225,69238.62,01-05-2020,30-04-2020,abhinav
DECA llc,200592182,1930733533,11926.24,24-04-2020,23-04-2020,abhinav
TARG corp,200744019,1930670975,2753.74,04-04-2020,30-03-2020,abhinav
COST trust,200794332,1930803945,13776.49,05-05-2020,05-05-2020,abhinav
WAL-MAR corporation,200769623,1930653057,35388.35,30-03-2020,31-03-2020,abhinav
DEC associates,200020431,1930858361,634.92,24-05-2020,22-05-2020,abhinav
GOODF corp,100053653,2960627081,2951.2,21-04-2020,26-04-2020,abhinav
INGL trust,200759082,1930598967,94563.13,19-03-2020,20-03-2020,abhinav
ROU trust,200790107,1930740517,82691.28,18-04-2020,19-04-2020,abhinav
LES ALI co,140104680,2960620341,7765,23-03-2020,23-03-2020,abhinav
BJ'S  ,200726979,1930646128,1286.3,27-03-2020,05-04-2020,abhinav
CRS us,200682588,1930795097,24239.43,01-05-2020,02-05-2020,abhinav
FEDER foundation,140104240,2960631475,6001.52,23-05-2020,02-06-2020,abhinav
C&S WH foundation,200762301,1930810381,114839.01,07-05-2020,07-05-2020,abhinav
M llc,200793830,1930716971,7703.68,02-06-2020,31-05-2020,abhinav
WAL-MAR co,200769623,1930594730,33722.51,18-03-2020,14-03-2020,abhinav
RITE systems,200781831,1930860901,2987.24,20-05-2020,19-05-2020,abhinav
C&S WH systems,200762301,1930765521,84474.85,24-04-2020,24-04-2020,abhinav
IN-N- corporation,200668077,1930586969,26582.4,16-03-2020,19-03-2020,abhinav
DECA systems,200353024,1930689515,135.92,26-03-2020,24-03-2020,abhinav
PAPA JO ,100043936,1930580239,18135.88,09-03-2020,10-03-2020,abhinav
WAL-MAR corp,200769623,1930732873,27599.14,18-04-2020,21-04-2020,abhinav
AM llc,200418007,1930795042,147.36,23-06-2020,20-06-2020,abhinav
WAL-MAR corporation,200769623,1930682682,27994.47,07-04-2020,12-04-2020,abhinav
WAL-MAR systems,200769623,1930623517,6031.58,24-03-2020,24-03-2020,abhinav
SING us,100050364,1930660935,9305.62,02-04-2020,02-04-2020,abhinav
FINDLAY co,140106249,2960624227,9145.54,05-04-2020,10-05-2020,abhinav
H T H us,200078795,1930669262,5612.16,02-04-2020,01-04-2020,abhinav
SMITH'S trust,200466603,1930647067,147223.53,28-03-2020,27-03-2020,abhinav
C&S WH trust,200762301,1930669695,1441.26,03-04-2020,01-04-2020,abhinav
KROGER co,200875006,1930739545,31173.16,24-04-2020,23-04-2020,abhinav
SA associates,200759878,1930827494,14350.9,14-05-2020,06-05-2020,abhinav
THAYE systems,100013521,1930785164,78711.94,19-06-2020,21-06-2020,abhinav
WAL-MAR us,200769623,1930778902,1897.38,27-04-2020,23-04-2020,abhinav
FAMILY corp,200786288,1930611975,67128.57,22-03-2020,19-03-2020,abhinav
WAL-MAR co,200769623,1930683045,16237.44,06-04-2020,07-04-2020,abhinav
SMART &  foundation,200707741,1930700251,54980.25,30-05-2020,26-05-2020,abhinav
PORK trust,200689451,1930636981,125355.74,26-03-2020,27-03-2020,abhinav
WAL-MAR us,200769623,1930686824,111.02,07-04-2020,03-04-2020,abhinav
PORK foundation,200689451,1930766333,114376.05,24-04-2020,25-04-2020,abhinav
TARG foundation,200744019,1930823286,24691.64,10-05-2020,03-05-2020,abhinav
NICH us,200779111,1930759656,40868.28,24-04-2020,25-04-2020,abhinav
WAL-MAR corporation,200769623,1930793970,32622.26,01-05-2020,30-04-2020,abhinav
WAL-MAR in,200769623,1930760011,3255.67,24-04-2020,22-04-2020,abhinav
C&S WH llc,200762301,1930654733,65308.19,31-03-2020,30-03-2020,abhinav
AM corp,200418007,1930626231,2409.88,25-03-2020,25-03-2020,abhinav
MASON systems,200743618,1930731544,6258.97,16-04-2020,14-04-2020,abhinav
WAL-MAR llc,200769623,1930797857,2352.97,02-05-2020,28-04-2020,abhinav
WAL-MAR trust,200769623,1930580139,70938.49,17-03-2020,17-03-2020,abhinav
DECA us,200592182,1930624902,675.6,24-03-2020,22-03-2020,abhinav
WAL-MAR foundation,200769623,1930715797,29346.35,14-04-2020,12-04-2020,abhinav
SYSCO foundation,200900909,1930643703,49403.06,26-03-2020,22-03-2020,abhinav
AM co,200418007,1930763783,360,27-04-2020,27-04-2020,abhinav
KROGER ,200875006,1930826639,51472.37,09-05-2020,12-05-2020,abhinav
WAL-MAR associates,200769623,1930823874,12999.55,11-05-2020,08-05-2020,abhinav
WAL-M associates,140106408,2960626832,25217.91,18-04-2020,22-04-2020,abhinav
KROGER trust,200793513,1930580893,17283.5,16-03-2020,15-03-2020,abhinav
S&S  systems,100035143,2960628297,3260.85,27-04-2020,29-04-2020,abhinav
WAL-MAR corp,200769623,1930819846,8949.7,10-05-2020,09-05-2020,abhinav
DOLLAR llc,100001196,1930652844,1757.86,31-03-2020,26-03-2020,abhinav
OK us,200739534,1930607422,4085.02,09-05-2020,04-05-2020,abhinav
WAL-MAR foundation,200769623,1930750705,14469.32,20-04-2020,13-05-2020,abhinav
ASSOCIAT ,200772670,1930806479,66492.43,05-05-2020,02-05-2020,abhinav
WAL-MAR corporation,200769623,1930581088,13423.7,16-03-2020,02-04-2020,abhinav
ASSOCIAT co,200772670,1930686651,77463.55,06-04-2020,06-04-2020,abhinav
LONGO  corp,140106271,2960629950,8718.81,02-05-2020,10-05-2020,abhinav
MCL trust,200799367,1930671181,11498.11,10-04-2020,13-04-2020,abhinav
WALG foundation,200712105,1930667145,6987.54,22-05-2020,18-05-2020,abhinav
PUBLI in,200707822,1930720581,52479.71,14-04-2020,11-04-2020,abhinav
WAL-MAR corp,200769623,1930747261,39395.88,20-04-2020,27-04-2020,abhinav
WAL-MAR trust,200769623,1930713532,3854.38,17-04-2020,17-04-2020,abhinav
GILSTE co,200724999,1930876307,25994.3,17-05-2020,15-05-2020,abhinav
WAL-MAR in,200769623,1930686472,48737.95,07-04-2020,07-04-2020,abhinav
PUBLI llc,200707822,1930682349,116084.53,05-04-2020,09-04-2020,abhinav
ASSOCIAT co,200772670,1930789244,3673.12,30-04-2020,10-05-2020,abhinav
FR co,200705372,1930659963,18583.24,03-04-2020,03-04-2020,abhinav
BJ'S  trust,200726979,1930779968,597.25,27-04-2020,26-04-2020,abhinav
BROWN  in,140105720,2960617064,11915.48,16-03-2020,16-03-2020,abhinav
KRAFT  associates,CCCA02,1930662684,29972.7,22-04-2020,19-04-2020,abhinav
PUBLI trust,200707822,1930856106,71358.14,19-05-2020,19-05-2020,abhinav
H E BUT systems,200761734,1930787824,7541.08,30-04-2020,01-05-2020,abhinav
COSTCO co,140104429,2960617612,16707.48,10-03-2020,16-03-2020,abhinav
ROU in,200790107,1930685035,43983.33,07-04-2020,07-04-2020,abhinav
WAL-MAR in,200769623,1930666918,42954.13,02-04-2020,31-03-2020,abhinav
WAL-MAR us,200769623,1930675519,4272.86,06-04-2020,01-04-2020,abhinav
WAL-MAR systems,200769623,1930828016,32131.21,11-05-2020,08-05-2020,abhinav
WAL-MAR corp,200769623,1930672499,943.12,04-04-2020,31-03-2020,abhinav
REINHA corporation,200756072,1930578115,38300.93,14-03-2020,15-03-2020,abhinav
SA foundation,200759878,1930642254,2127.6,17-05-2020,15-05-2020,abhinav
SO co,140104440,2960618456,153617.27,16-03-2020,19-03-2020,abhinav
DOT co,200705742,1930662026,4664.89,19-04-2020,17-04-2020,abhinav
C&S WH associates,200762301,1930817020,55573.81,07-05-2020,01-05-2020,abhinav
TARG foundation,200744019,1930698810,20577.87,10-04-2020,01-05-2020,abhinav
LOB in,140104409,2960632722,44789.91,16-05-2020,18-05-2020,abhinav
WAL-MAR corporation,200769623,1930738692,43987.14,19-04-2020,18-04-2020,abhinav
SYSCO  foundation,200764795,1930598119,8438.71,21-03-2020,24-03-2020,abhinav
WAL-MAR corp,200769623,1930828694,24814.56,13-05-2020,14-05-2020,abhinav
C&S WH in,200762301,1930581545,88176.69,16-03-2020,07-03-2020,abhinav
COLABOR  us,140104340,2960631759,8774.86,11-05-2020,15-05-2020,abhinav
TIMES llc,200458131,1930582092,2766.42,21-03-2020,17-03-2020,abhinav
WAL-MAR trust,200769623,1930621884,42799.87,24-03-2020,24-04-2020,abhinav
MEIJ in,200780383,1930754229,64192.14,21-04-2020,19-04-2020,abhinav
SA in,200759878,1930834192,18900.99,16-05-2020,19-05-2020,abhinav
BJ'S  us,200726979,1930661142,107.19,01-04-2020,30-03-2020,abhinav
PERFOR foundation,200763152,1930782074,93.01,29-04-2020,24-04-2020,abhinav
WAL-MAR llc,200769623,1930716103,48179.96,14-04-2020,11-04-2020,abhinav
WAKE llc,200704858,1930691056,38758.55,08-04-2020,10-04-2020,abhinav
WAL-MAR systems,200769623,1930781445,63474.24,29-04-2020,28-04-2020,abhinav
COST corp,200794332,1930638100,6869.26,26-03-2020,22-03-2020,abhinav
WEIS llc,200771157,1930800879,38634.98,05-05-2020,08-05-2020,abhinav
SUIS trust,200063296,1930794894,15687.81,16-05-2020,19-05-2020,abhinav
M B  llc,200741174,1930643024,1212.23,26-03-2020,20-02-2020,abhinav
WAL-MAR us,200769623,1930580010,13991.27,15-03-2020,15-03-2020,abhinav
DELHAIZE associates,100031704,1930793804,69122.09,01-05-2020,01-05-2020,abhinav
WAL-MAR foundation,200769623,1930800109,48151.46,03-05-2020,01-05-2020,abhinav
WAL-MAR ,200769623,1930706268,17379.08,12-04-2020,08-04-2020,abhinav
AM corporation,200418007,1930637517,6530.55,31-03-2020,27-03-2020,abhinav
MEIJ ,200780383,1930703416,7153.72,09-04-2020,15-04-2020,abhinav
SYGMA foundation,200782669,1930779483,9465.97,30-04-2020,01-05-2020,abhinav
WAL-MAR trust,200769623,1930581442,19390.57,16-03-2020,16-03-2020,abhinav
AM co,200418007,1930723963,574.08,03-06-2020,01-06-2020,abhinav
WAL-MAR trust,200769623,1930814173,12965.69,07-05-2020,08-05-2020,abhinav
COST corporation,200794332,1930647562,36479.79,28-03-2020,25-03-2020,abhinav
WAL-MAR foundation,200769623,1930826962,1329.23,10-05-2020,06-05-2020,abhinav
FAMILY llc,200786288,1930793849,80748.38,01-05-2020,30-04-2020,abhinav
C&S WH associates,200762301,1930717595,97877.97,14-04-2020,09-04-2020,abhinav
C&S WH llc,200762301,1930804267,130507.97,05-05-2020,08-05-2020,abhinav
WAL-MAR us,200769623,1930716019,49623.67,13-04-2020,14-04-2020,abhinav
SMITH'S trust,200466603,1930834566,107637.82,14-05-2020,15-05-2020,abhinav
WAL-MAR ,200769623,1930570569,11833.75,13-03-2020,11-03-2020,abhinav
DOLLARA in,140105508,2960629029,50426.48,27-04-2020,08-05-2020,abhinav
COLOME llc,200825136,1990571730,84023.59,04-05-2020,05-05-2020,abhinav
BJ'S  co,200726979,1930685736,524.54,08-04-2020,14-04-2020,abhinav
WAL-MAR llc,200769623,1930675231,10906.02,05-04-2020,01-04-2020,abhinav
WAL-MAR llc,200769623,1930670791,41402.27,04-04-2020,04-04-2020,abhinav
WAL-MAR corporation,200769623,1930715889,35954.58,13-04-2020,12-04-2020,abhinav
SYSCO  co,200714710,1930844571,13604.46,22-05-2020,21-05-2020,abhinav
GROC us,200915438,1930860491,5216,28-05-2020,29-05-2020,abhinav
JETR foundation,200705089,1930628329,1208.52,14-05-2020,05-05-2020,abhinav
AM trust,200418007,1930592660,2494.16,07-05-2020,08-05-2020,abhinav
G T  trust,140106372,2960632916,72705.6,17-05-2020,21-05-2020,abhinav
TARG systems,200744019,1930773509,10220.45,25-04-2020,23-04-2020,abhinav
C&S WH corporation,200762301,1930776675,88538.31,26-04-2020,28-04-2020,abhinav
MDV/ ,200792734,1930587012,82738.93,18-03-2020,19-03-2020,abhinav
WAL-MAR us,200769623,1930797571,14821.16,02-05-2020,30-04-2020,abhinav
SAFEW in,200772595,1930624871,15299.3,26-03-2020,19-03-2020,abhinav
TARG us,200744019,1930826764,22133.32,11-05-2020,10-05-2020,abhinav
WAL-MAR corporation,200769623,1930768504,1279.72,24-04-2020,25-04-2020,abhinav
NASH  systems,200777735,1930855833,95314.56,19-05-2020,20-05-2020,abhinav
WAL-MAR systems,200769623,1930718785,1741.82,14-04-2020,19-03-2020,abhinav
DELHAIZE us,100031704,1930624959,11741.24,15-05-2020,12-05-2020,abhinav
ASSOCIAT associates,200772670,1930814707,42971.06,07-05-2020,06-05-2020,abhinav
MCL associates,200799367,1930872192,81354.5,22-05-2020,23-05-2020,abhinav
SYSCO FO llc,200780825,1930685623,6985.28,07-04-2020,01-04-2020,abhinav
SA foundation,200759878,1930794808,16689.06,01-05-2020,02-05-2020,abhinav
BJ'S  associates,200726979,1930688295,170.51,08-04-2020,07-04-2020,abhinav
JET foundation,200152991,1930857126,10393.42,21-05-2020,22-05-2020,abhinav
COST trust,200794332,1930581514,6992.48,14-03-2020,10-03-2020,abhinav
OK corp,200739534,1930718995,23249.53,14-04-2020,13-04-2020,abhinav
WAL-MAR corporation,200769623,1930580757,4272.86,14-03-2020,09-03-2020,abhinav
C&S WH co,200762301,1930661111,3464.66,01-04-2020,02-04-2020,abhinav
ASSOCIAT corporation,200772670,1930788739,142275.14,29-04-2020,29-04-2020,abhinav
TONY llc,200589514,1930834494,111443.82,14-05-2020,18-05-2020,abhinav
PUBLI systems,200707822,1930661180,76758.58,01-04-2020,02-04-2020,abhinav
WAL-MAR foundation,200769623,1930730924,11861.24,17-04-2020,22-04-2020,abhinav
KRAFT F associates,CCU013,1930672190,19694.6,20-03-2020,24-03-2020,abhinav
BJ'S  associates,200726979,1930785060,114.38,30-04-2020,01-05-2020,abhinav
WAL-MAR us,200769623,1930708422,10654.86,11-04-2020,04-04-2020,abhinav
WAL-MAR ,200769623,1930777705,64.73,26-04-2020,23-04-2020,abhinav
WAL-MAR systems,200769623,1930690869,22014.9,09-04-2020,07-04-2020,abhinav
BJ'S  us,200726979,1930646219,858.05,27-03-2020,22-03-2020,abhinav
SUPER  co,200749225,1930795597,48620.78,03-05-2020,30-04-2020,abhinav
WAL-MAR ,200769623,1930723543,55566.86,16-04-2020,10-04-2020,abhinav
SYSC llc,200331749,1930580940,14906.62,21-03-2020,20-03-2020,abhinav
KRAFT F ,CCU013,1930692874,3514.88,28-03-2020,29-03-2020,abhinav
WAL-MAR llc,200769623,1930682039,13429.24,08-04-2020,19-04-2020,abhinav
SO systems,140104440,2960621592,54675.31,29-03-2020,02-04-2020,abhinav
METRO  associates,140104423,2960625811,268999.33,13-04-2020,15-04-2020,abhinav
MDV/ corporation,200792734,1930764229,60105.59,23-04-2020,23-04-2020,abhinav
RALEY us,200774000,1930794725,93578.65,01-05-2020,01-05-2020,abhinav
AM associates,200418007,1930651647,8702.2,04-04-2020,04-04-2020,abhinav
COST ,200794332,1930683283,13638.19,08-04-2020,06-04-2020,abhinav
BJ'S  corp,200726979,1930675312,1587.42,03-04-2020,28-03-2020,abhinav
JAM foundation,140106184,2960625985,8696.25,16-04-2020,21-04-2020,abhinav
BARGAIN  corporation,200290370,1930580770,15776.11,19-03-2020,16-03-2020,abhinav
INGL in,200759082,1930748544,14319.52,19-04-2020,17-04-2020,abhinav
WAL-MAR llc,200769623,1930740963,471.56,18-04-2020,14-04-2020,abhinav
GREEN  co,200557600,1930582308,14477.29,09-03-2020,06-03-2020,abhinav
GORDO llc,200782001,1930577649,18988.45,13-03-2020,11-03-2020,abhinav
WAL-MAR in,200769623,1930822458,18850.61,09-05-2020,09-05-2020,abhinav
SMITH'S corp,200466603,1930732006,68602.24,17-04-2020,18-04-2020,abhinav
SA co,200759878,1930685996,36290.55,08-04-2020,08-04-2020,abhinav
WAL-MAR systems,200769623,1930729091,62494.02,17-04-2020,19-04-2020,abhinav
WAL-MAR systems,200769623,1930879713,16641.35,23-05-2020,20-05-2020,abhinav
WAL-MAR in,200769623,1930744752,4342.03,19-04-2020,13-04-2020,abhinav
DECA corporation,200592182,1930881466,1584.6,24-05-2020,18-05-2020,abhinav
DOT associates,200705742,1930860562,1474.45,08-06-2020,07-06-2020,abhinav
COST us,200794332,1930857921,14204.38,21-05-2020,22-05-2020,abhinav
ASSOCIAT foundation,200772670,1930817344,72202.83,07-05-2020,08-05-2020,abhinav
SHAWS  foundation,200275115,1930844809,76283.34,19-05-2020,18-05-2020,abhinav
WAL-MAR in,200769623,1930653725,28649.32,30-03-2020,25-03-2020,abhinav
WAL-MAR llc,200769623,1930698384,8373.05,10-04-2020,07-04-2020,abhinav
WAL-MAR systems,200769623,1930779621,26817.2,27-04-2020,28-04-2020,abhinav
WAL-MAR corp,200769623,1930682896,458.29,06-04-2020,04-04-2020,abhinav
BJ'S  foundation,200726979,1930655477,618.99,28-03-2020,21-03-2020,abhinav
WAL-MAR ,200769623,1930683054,17289.88,07-04-2020,26-04-2020,abhinav
GORDO in,200782001,1930609530,17017.4,31-03-2020,01-04-2020,abhinav
WAL-MAR associates,200769623,1930718088,44892.23,15-04-2020,12-04-2020,abhinav
WAL-MAR in,200769623,1930724740,10990.06,17-04-2020,24-04-2020,abhinav
LOB systems,140104409,2960620997,77896.51,06-04-2020,09-04-2020,abhinav
TARG in,200744019,1930861675,14012.01,21-05-2020,20-05-2020,abhinav
AMY corporation,100036292,1930803545,20858.79,06-05-2020,08-05-2020,abhinav
WAL-MAR us,200769623,1930880445,6640.59,25-05-2020,06-05-2020,abhinav
C&S WH ,200762301,1930725241,38832.64,16-04-2020,16-04-2020,abhinav
WAL-MAR associates,200769623,1930709303,747.44,13-04-2020,16-04-2020,abhinav
DECA associates,200353024,1930689878,8589.67,23-03-2020,19-03-2020,abhinav
WAL-MAR foundation,200769623,1930684461,10193.91,06-04-2020,04-04-2020,abhinav
WAL-MAR corporation,200769623,1930796660,19786.28,02-05-2020,11-05-2020,abhinav
WAL-MAR ,200769623,1930732290,46666.55,17-04-2020,18-04-2020,abhinav
C corporation,200778870,1930683803,9170.2,07-04-2020,09-04-2020,abhinav
MITCH corporation,200799342,1930855340,13894.84,19-05-2020,20-05-2020,abhinav
DOLLA foundation,200148860,1930675786,15367.37,07-04-2020,04-04-2020,abhinav
99 CE us,100012638,1930581513,8099.52,14-03-2020,20-03-2020,abhinav
TARG systems,200744019,1930798441,7323.04,03-05-2020,03-05-2020,abhinav
THAYE us,100013521,1930570981,20262.49,02-05-2020,30-04-2020,abhinav
WAL-MAR foundation,200769623,1930813639,61.29,10-05-2020,11-05-2020,abhinav
WAL-MAR corporation,200769623,1930779134,10913.4,27-04-2020,24-04-2020,abhinav
WAL-MAR systems,200769623,1930781655,44598.28,30-04-2020,30-04-2020,abhinav
WAL-MAR llc,200769623,1930646111,13326.82,28-03-2020,29-03-2020,abhinav
WAL-MAR us,200769623,1930800700,3183.55,04-05-2020,03-05-2020,abhinav
BJ'S  trust,200726979,1930852802,317.3,18-05-2020,19-05-2020,abhinav
DEC associates,200416837,1930753267,153.96,24-04-2020,25-04-2020,abhinav
COST llc,200794332,1930858247,27493.07,21-05-2020,28-05-2020,abhinav
COST co,200794332,1930688088,8793.09,09-04-2020,05-04-2020,abhinav
KROGE in,200776463,1930758598,130301.75,22-04-2020,25-04-2020,abhinav
WAL-MAR corp,200769623,1930715141,34667.06,13-04-2020,13-04-2020,abhinav
WAL-MAR co,200769623,1930706265,40997.73,12-04-2020,10-04-2020,abhinav
LOB co,140104409,2960619382,106424.85,22-03-2020,27-03-2020,abhinav
AIR C associates,140105414,2960621521,6750.57,29-03-2020,28-03-2020,abhinav
OK llc,200739534,1930748448,83887.79,19-04-2020,21-04-2020,abhinav
AMAZO foundation,100030194,2960629309,3369.6,30-04-2020,24-05-2020,abhinav
WAL-MAR us,200769623,1930804479,22891.14,07-05-2020,07-05-2020,abhinav
WAL-MAR foundation,200769623,1930786286,37216.68,01-05-2020,09-05-2020,abhinav
AM us,200418007,1930646948,54076.36,02-04-2020,30-03-2020,abhinav
GET  corp,100005721,1930668398,43099.06,04-04-2020,04-04-2020,abhinav
DEC corp,200803720,1930617729,2134.76,24-03-2020,20-03-2020,abhinav
DECA systems,200353024,1930690639,3005.64,08-04-2020,26-03-2020,abhinav
SO associates,140104440,2960627284,49581.57,18-04-2020,24-04-2020,abhinav
FOOD  corp,200437182,1930725223,51005.07,15-04-2020,11-04-2020,abhinav
WAL-MAR co,200769623,1930788360,29774.55,30-04-2020,25-04-2020,abhinav
WAL-MAR associates,200769623,1930844797,30821.7,15-05-2020,18-05-2020,abhinav
DEC trust,200803720,1930618830,4039.99,08-03-2020,04-03-2020,abhinav
WAL-MAR corporation,200769623,1930785051,578.81,30-04-2020,29-04-2020,abhinav
WAL-MAR trust,200769623,1930724124,40303.68,16-04-2020,15-04-2020,abhinav
M ,200793830,1930718820,144127.2,13-04-2020,17-04-2020,abhinav
KROG foundation,200133150,1930636660,35910.7,26-03-2020,24-03-2020,abhinav
COST systems,200794332,1930717247,76017.68,14-04-2020,13-04-2020,abhinav
C&S WH llc,200762301,1930781969,1729.12,29-04-2020,29-04-2020,abhinav
RA llc,200704045,1930822901,14720.58,11-05-2020,10-05-2020,abhinav
C&S WH foundation,200762301,1930842573,107342.15,15-05-2020,13-05-2020,abhinav
KRAFT F foundation,CCU013,1930672894,21341.51,23-03-2020,22-03-2020,abhinav
JET llc,200152991,1930837578,3659.88,16-05-2020,17-05-2020,abhinav
